PriorityRank,Verdict,Confidence,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Pack Verdict,Adjusted Profit,Key Match Evidence,Filter Reason,SourceSection
59,NEEDS VERIFICATION,70,PET PLAY & SNUFFLE BLANKET 40X40CM,"OSDUE Snuffle Mat for Dogs, Dog Snuffle Mat, Pet Slow Feeding Mat Encourages Natural Foraging Skills Slow Eating, Smell Training, Stress Relief, Puzzle Training Toy for Large Medium Puppies-39 * 39CM",5052516213073,-,B0DNJYVCG7,GBP 4.03,GBP 12.99,GBP 2.00,51.3%,900,Split candidate (0.00),GBP 6.03,-,Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
60,NEEDS VERIFICATION,70,FIRST STEPS BABY BOTTLE SAFARI ASSORTED,NUK First Choice+ Baby Bottles Set / 0-6 Months / Temperature Control / Anti Colic Vent / 300 ml / BPA-Free / Silicone Teat / 3 Count / Safari,5015302105488,4008600405535,B09BD2D4VW,GBP 1.04,GBP 14.80,GBP 5.56,391.8%,300,1:1 Match,GBP 5.56,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
61,NEEDS VERIFICATION,70,Cat Lead & Harness,"Cat Harness and Lead Set, Escape-Proof Kitten Harness with Retractable Cat Lead, 5m/16.4 Ft Automatic Extendable Cat Leash for Dogs Puppy Pets Walking (blue, S)",5060226010059,-,B0C8JDVRRF,GBP 0.88,GBP 14.99,GBP 6.02,470.4%,50,1:1 Match,GBP 6.02,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
62,HIGHLY LIKELY,70,AMTECH PADLOCK BRASS 20MM,"Amtech T0790 Brass Small Padlocks with Keys for Luggage, lockers, Toolboxes, Cupboards, & Sports Bags, 20mm, 12-Piece",5032759006113,-,B007UIJIW6,GBP 1.33,GBP 7.64,GBP 1.99,119.7%,50,1:1 Match,GBP 1.99,Brand match (AMTECH); Anchor=20mm,Verify product identity/variant on Amazon listing,HIGHLY LIKELY - RECOMMENDED (count=65)
63,HIGHLY LIKELY,70,ALBERTO BALSAM SHAMPOO TEA TREE 350ML PK6,Alberto Balsam Herbal Shampoo - Tea Tree Tingle (350ml) - Pack of 6,8710908183812,-,B0126CHB24,GBP 7.24,GBP 16.59,GBP 2.76,41.8%,50,1:1 (6x1 vs 6x1),GBP 2.76,Anchor=350ml; Shared tokens=6,Confirm brand/pack/variant (1–2 details),HIGHLY LIKELY - RECOMMENDED (count=65)
64,NEEDS VERIFICATION,70,PAINT YOUR OWN FRENCHIE AND SAUSAGE DOG,"DIY-LAOESE Paint Your Own Dog Lamp Kit, Art Supplies Painting Crafts Kit for Kids, Dog Gifts for Girls Age 6-12, Boys and Girls Toys Craft, Christmas Birthday Gift for Kids 6 7 8 9 10 11 12+",5015934835593,-,B0DCYQBDP6,GBP 2.62,GBP 16.99,GBP 5.80,212.4%,600,1:1 Match,GBP 5.80,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
65,HIGHLY LIKELY,80,HAPPY BIRTHDAY BANNER,"Happy Birthday Banner and Decoration - Blue Balloons, Ribbons and Banners for Party Supplies",5060082940637,-,B0D59HCW1X,GBP 0.85,GBP 5.39,GBP 0.15,11.74,600,1:1 Match,GBP 0.15,RowID=2811; EAN evidence in Appendix; EAN missing/invalid/untrusted on one side; Supplier brand token='happy'; Brand appears in Amazon title; Unique anchor='birthday',-,HIGHLY LIKELY - RECOMMENDED (count=65)
66,NEEDS VERIFICATION,70,DENIM FACE WASH CAHRCOAL DETOX 100ML PK6,"Lumin Charcoal Face Wash Daily Detox, Purifying Cleanser for Men with Charcoal, Rose Oil & Centella, 100ml",18717278898176,850010101309,B07XVJR8W7,GBP 4.02,GBP 14.40,GBP 2.70,69.2%,800,Split candidate (0.17),GBP 6.05,Anchor=100ml; Shared tokens=4,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
67,NEEDS VERIFICATION,70,GL DECORATE YOUR OWN TRINKET BOX,PURPLE LADYBUG Decorate Your Own Jewellery Box for Girls - Arts and Crafts for Kids Age 10 - Mosaic Kits for Children Ages 4+ - Birthday Presents for Girls - Girls Jewellery Box for Girls Ages 4-12,5015934770986,4897078491399,B0C4FK3Y5S,GBP 2.12,GBP 12.99,GBP 4.33,186.9%,900,1:1 Match,GBP 4.33,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
68,HIGHLY LIKELY,85,BAMBOO BATH TOWELS SILVER 70x120CM PACK OF 2,Yoofoss Bamboo Bath Towels 2 Pack Towel Set 500 GSM 70 x 140 cm Extra Large Bath Towels Super Soft & Highly Absorbent Bath Sheets Highly Absorbent and Quick Dry,5051346799535,6972403931424,B08D38T3JW,GBP 6.38,GBP 15.29,GBP 1.44,24.6%,300,1:1 (2x1 vs 2x1),GBP 1.44,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
69,NEEDS VERIFICATION,70,THL BOWL PLASTIC REUSABLE 12OZ 20PCS,"Goodluck 25 Pack Gold Glitter Plastic Bowls,340ml/12oz Reusable Soup Bowls, Heavy Duty Dessert Bowls for Weddings, Parties, Dinners, Catering, Thanksgiving and Everyday Use",8681873025066,-,B0FPG5XMWV,GBP 0.85,GBP 14.99,GBP 5.85,464.4%,50,Pack mismatch 1->1.25 (need 2 units),GBP 5.64,Anchor=12oz,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
70,HIGHLY LIKELY,85,DRAPER SPANNER SET METRIC COMBINATION,Draper 1 x Redline 68481 Metric Combination Spanner Set (11-Piece),5010559684793,5010559684816,B0114IPMS6,GBP 6.18,GBP 15.10,GBP 2.15,37.8%,100,1:1 Match,GBP 2.15,-,"strong title match, but BOTH EANs present and different => default NV.",HIGHLY LIKELY - RECOMMENDED (count=65)
71,NEEDS VERIFICATION,70,ECO WISE PAPER CUPS LIDS 12OZ PK25,50-12oz (340ml) Disposable Biodegradable & Compostable Paper Coffee Cups with Compostable Sip Lids (12oz (340Ml) 50 Pack),5060743590881,-,B07M7FF42H,GBP 0.85,GBP 13.79,GBP 6.10,484.0%,50,Pack mismatch 1->2.00 (need 2 units),GBP 5.25,Anchor=12oz; Shared tokens=4,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
72,HIGHLY LIKELY,85,SCENTED PET BUBBLE WANDS 2 PACK,Pet Bubbles- Chicken Beef Scented Meaty Dog Puppy Interactive Toys Playtime - Pack of 3,5052516313780,5056657508678,B0C1HG192H,GBP 1.32,GBP 8.49,GBP 1.50,91.2%,200,Pack mismatch 1->1.50 (need 2 units),GBP 0.84,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
73,NEEDS VERIFICATION,70,IMPERIAL GLASS FLUTE 200ML 3 PACK,"MIKASA Sorrento Champagne Flute Glasses, Set of 4 Ridged Crystal Glasses, 200ml Sparkling Wine Stemmed Glass Set, Elegant Glassware for Weddings, Parties, Celebrations, Drinkware Gift Set",8964044321045,5057982099916,B0CH135XNH,GBP 2.17,GBP 21.35,GBP 7.35,311.5%,100,Pack mismatch 1->1.33 (need 2 units),GBP 6.63,Anchor=200ml,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
74,NEEDS VERIFICATION,70,MASON CASH MIXING BOWL IN THE MEADOW DAFFODIL 21CM,"Mason Cash in The Forest Hedgehog Mixing Bowl 1.1 Litre / 21cm Red S30 Stoneware Bowl for Baking, Pudding & Cookie Dough, Embossed Woodland Design",5010853281667,5010853271866,B08KJGYJNK,GBP 4.78,GBP 22.62,GBP 7.96,175.7%,100,1:1 Match,GBP 7.96,Brand match (MASON CASH); Anchor=21cm; Shared tokens=5,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
75,HIGHLY LIKELY,85,EVERBUILD ONE STRIKE FILLER 250ML,Everbuild - One Strike - Multi-Purpose Quick-Drying Filler - One-Time Application - White - 1 Litre Tub,5029347300029,-,B001326TJA,GBP 2.76,GBP 8.75,GBP 0.15,5.3%,500,1:1 Match,GBP 0.15,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
76,NEEDS VERIFICATION,70,MENS HANKIES IN COUNTER DISPLAY BROWN BOX 100% COTTON WHITE PACK OF 3,100% COTTON HANDKERCHIEFS LARGE MENS HANKIES 50 CM (20 INCH) WHITE KING SIZE (50 CM),5059004016277,5060668180303,B0DJ1MVT97,GBP 1.86,GBP 9.99,GBP 4.01,191.0%,600,Split candidate (0.33),GBP 5.25,-,EAN mismatch (verify which barcode/variant applies); Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
77,NEEDS VERIFICATION,70,EMPIRE FRYING PAN INDUCTION 26CM,"Tefal Comfort Max 26cm Stainless Steel Frying Pan, Durable Non-Stick Pan with Thermo-Spot Heat Indicator, Induction Compatible Base, Comfortable Grip Handle, G7260544",8903138075037,3168430325869,B09K82CDFB,GBP 8.98,GBP 29.01,GBP 7.64,95.2%,300,1:1 Match,GBP 7.64,Brand partial; Anchor=26cm; Shared tokens=4,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
78,HIGHLY LIKELY,85,AMTECH TROWEL MARGIN - SOFT GRIP5X2,"Amtech G0230 150mm (6"") Pointing trowel with soft grip",5032759038138,5032759027644,B00ABJQTPU,GBP 2.00,GBP 7.49,GBP 0.35,15.8%,50,Split candidate (0.10),GBP 2.16,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
79,NEEDS VERIFICATION,70,APOLLO KITCHEN TIMERS,"Kitchen Timers for Cooking, Chef Cooking Timer Clock with Loud Alarm, No Batteries Required, 100% Mechanical Desk Timer - Magnetic Backing, Exquisite Stainless Steel Body, Countdown Reminder, Patented",5026180050197,-,B0DGH36J1F,GBP 2.05,GBP 11.99,GBP 3.82,169.2%,900,1:1 Match,GBP 3.82,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
80,HIGHLY LIKELY,90,BLUE CANYON ROUND WALL MIRROR WHITE,"Blue Canyon Round Mirror, 40 cm Length x 40 cm Width, White",5060386422662,-,B01CMHNDKC,GBP 6.84,GBP 14.95,GBP 1.93,30.9%,50,1:1 Match,GBP 1.93,Brand match (BLUE CANYON); size anchor 40cm; color=white,-,HIGHLY LIKELY - RECOMMENDED (count=65)
81,HIGHLY LIKELY,70,BEAUFORT MEASURE ULTIMATE JUG 3LTR,Beaufort 3 Litre Ultimate Plastic Measuring Jug,5014348292350,-,B008ES6SLU,GBP 0.88,GBP 6.98,GBP 1.25,98.0%,50,1:1 Match,GBP 1.25,-,Verify product identity/variant on Amazon listing,HIGHLY LIKELY - RECOMMENDED (count=65)
82,NEEDS VERIFICATION,70,SUPERIOR ROUND 10 CONTAINER & LID 4 OZ,Superior 32oz Food Containers With Lids - 20-Pack Durable Crack-Resistant Clear Round Deli Containers With Lids -Microwave Safe Leak-Proof Meal Prep Containers - Perfect for Food Storage,5060357992767,5060357992422,B0DKD8V7F6,GBP 0.80,GBP 14.97,GBP 5.64,462.7%,100,Pack mismatch 1->2.00 (need 2 units),GBP 4.84,-,EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
83,HIGHLY LIKELY,70,GARDEN KNEELING PAD 40CM,"AKHÂ® Garden Kneeling Mat/ 40cm x 17cm (16"" x 6"") / Pack of 2 / Soft and Durable Gradening Kneeling Pad / Rectangular Garden Mat with a Cut Out Carry Handle",5024418546085,-,B08YX52F4T,GBP 0.67,GBP 6.89,GBP 1.36,122.6%,100,Pack mismatch 1->2.00 (need 2 units),GBP 0.69,Anchor=40cm; Shared tokens=4,Confirm brand/pack/variant (1–2 details),HIGHLY LIKELY - RECOMMENDED (count=65)
84,NEEDS VERIFICATION,70,SUPERIOR ROUND 10 CONTAINER & LID 2 OZ,"Superior 20-Pack 16oz Microwave Containers With Lids - Durable Crack-Resistant Clear Round Food Containers With Lids - Food Storage Containers - Leak Proof, Meal Prep Containers",5060357992750,5060357992415,B07MZ2Z9GL,GBP 0.67,GBP 13.97,GBP 5.30,477.6%,100,Pack mismatch 1->2.00 (need 2 units),GBP 4.63,-,EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
85,NEEDS VERIFICATION,70,SIL TOILET ROLL HOLDER STAINLESS STEEL,"Free-Standing Toilet Roll Holder, Stainless Steel, Silver, Holds 5 Rolls",5024418537410,-,B09377NPKH,GBP 1.01,GBP 12.10,GBP 3.97,285.9%,600,1:1 Match,GBP 3.97,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
86,HIGHLY LIKELY,85,CHEF AID PASTRY BRUSH 3 IN 1 CARDED,"Chef Aid Pure Bristle Pastry Brush, Beige",5012904013777,5012904088409,B008CY80YY,GBP 0.77,GBP 3.75,GBP 0.16,13.9%,400,1:1 Match,GBP 0.16,-,“3 in 1” could be bundle/contents difference + EAN conflict.,HIGHLY LIKELY - RECOMMENDED (count=65)
87,NEEDS VERIFICATION,70,Dog Figure '8' Knot Ball Rope Toy(12/48),Dog Pet Puppy Chew Toys for Teething Boredom Dogs Rope Ball Knot Training Teeth Dogs Treats Toys for Small Middle Dog (Giraffe),5060226032587,729792886936,B0725XC6BS,GBP 0.88,GBP 10.94,GBP 3.24,252.9%,800,1:1 Match,GBP 3.24,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
88,HIGHLY LIKELY - AUDITED OUT,90,EVERBUILD BITUMEN TROWEL MASTIC 1 LITRE,"Everbuild 103 Premium Trowel Mastic, Stone, 6 kg",5029347009311,-,B0070U64RG,GBP 9.20,GBP 22.54,GBP 5.34,64.9%,50,Variant mismatch (format/size),-,Brand match (EVERBUILD); product-type match (trowel mastic),Different pack/format (1L vs 6kg),HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
89,HIGHLY LIKELY,85,BIN BRITE STICK ON OUTDOOR BIN FRESHENER WITH CITRONELLA PACK OF 2,"Bin Buddy Fresh Pink Grapefruit & Spring Blossom 450g, Pack of 2 - Bin Freshener Deodoriser Powder, Leaves Your Bin Smelling Great - Suitable for Indoor and Outdoor Bins",5053249270890,5020042027075,B0BVLTKB3W,GBP 1.61,GBP 7.90,GBP 0.45,23.7%,300,1:1 (2x1 vs 2x1),GBP 0.45,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
90,NEEDS VERIFICATION,70,LADIES TRAINER 3 SOCKS WITH ARCH SUPPORT AND MESH PASTEL PACK OF 4,"Bamboo Trainer Socks Womens 6 Pairs, Breathable Cushioned Ladies Ankle Socks, Anti Blister Short Athletic Sports Running Sock, Low Cut Summer Walking Sock",5059004013405,-,B0DRVQ6ZQD,GBP 4.19,GBP 12.99,GBP 3.97,98.3%,300,Split candidate (0.25),GBP 7.12,-,Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
91,NEEDS VERIFICATION,70,LADIES TRAINER 3 SOCKS WITH ARCH SUPPORT AND MESH TOP WHITE PACK OF 4,"Bamboo Trainer Socks Womens 6 Pairs, Breathable Cushioned Ladies Ankle Socks, Anti Blister Short Athletic Sports Running Sock, Low Cut Summer Walking Sock",5020133112727,-,B0DRVQ6ZQD,GBP 4.19,GBP 12.99,GBP 3.97,98.3%,300,Split candidate (0.25),GBP 7.12,-,Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
92,NEEDS VERIFICATION,70,ASHLEY PEVA DRESS BAG 60 X 120CM,"12 Pack Garment Bags 60 x 120cm/6pcs + 60 x 100cm/6pcs, PEVA Translucent Clothes Covers, Garment Covers, Dress Organizer Bags Used To Protect Shirts, Winter Coats, Jackets, Evening Dresses",5017403099918,-,B0DT6NY7VW,GBP 2.09,GBP 16.99,GBP 6.32,275.9%,100,1:1 (1x1 vs 12x1),GBP 6.32,Anchor=120cm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
93,HIGHLY LIKELY,85,BIN BRITE STICK ON BIN FRESHENER ASSORTED PACK OF 2,"Bin Buddy Fresh Pink Grapefruit & Spring Blossom 450g, Pack of 2 - Bin Freshener Deodoriser Powder, Leaves Your Bin Smelling Great - Suitable for Indoor and Outdoor Bins",5053249270975,5020042027075,B0BVLTKB3W,GBP 1.37,GBP 7.90,GBP 0.65,38.7%,200,1:1 (2x1 vs 2x1),GBP 0.65,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
94,HIGHLY LIKELY,85,AMTECH SHARPENING STONE 2000,"Amtech E2300 300mm (12"") Cigar Sharpening Stone",5032759001675,-,B004TRT3K8,GBP 1.09,GBP 6.90,GBP 1.02,69.7%,50,1:1 Match,GBP 1.02,-,verify grit/format (“2000”) matches Amazon “E2300 … 300mm cigar stone”.,HIGHLY LIKELY - RECOMMENDED (count=65)
95,NEEDS VERIFICATION,70,DRESS UP CHILD FAIRY WINGS,"EQLEF Fairy Wings Costume Kids, Princess Fairy Costume Butterfly Wings Set for Girls Tutu Wand",5026619372548,6425496666907,B07KG16PJ2,GBP 1.68,GBP 13.95,GBP 5.92,303.3%,100,1:1 Match,GBP 5.92,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
96,NEEDS VERIFICATION,70,NY COFFEE 3IN1 12PC 170G,Blissify - NY Coffee 3-in-1 Instant White Coffee Mix with Sugar 100 Satchet Case Pack - 10 Cases x 10 Packets - Value Pack,5900649084339,5060980497837,B0FYQXKFGS,GBP 1.77,GBP 14.99,GBP 5.04,248.6%,50,Split candidate (0.08),GBP 6.66,-,EAN mismatch (verify which barcode/variant applies); Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
97,HIGHLY LIKELY,70,TALA MEAT THERMOMETER 4106,"Tala Stainless Steel Meat Thermometer, Classic Meat Probe for ensuring meat cooked to required level, Measures from 120 to 180 degrees celsius, Silver",5012904041060,-,B000SABZOM,GBP 4.30,GBP 10.99,GBP 1.31,31.7%,50,1:1 Match,GBP 1.31,-,Verify product identity/variant on Amazon listing,HIGHLY LIKELY - RECOMMENDED (count=65)
98,HIGHLY LIKELY,85,ADDIS CLIP TIGHT RECTANGLE FOOD BOX 550ML,"Addis Clip Tight Food Storage Container Large 4.2 Litre Tall Rectangle Airtight Silicone Seal Containers Bpa Free Easy Locking Lid Clips, Clear Transparent",5010303185965,-,B0DCGDS6Y5,GBP 1.60,GBP 6.39,GBP 0.24,12.6%,300,1:1 Match,GBP 0.24,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
99,HIGHLY LIKELY,85,FAIRY MAX POWER SOAP DISPENSING DISH BRUSH & REFILLS 3PCS,Fairy Soap Dispensing Dish Brush,5010303194424,5010303180588,B0BYKDX25N,GBP 1.20,GBP 6.57,GBP 0.42,27.4%,50,Split candidate (0.33),GBP 1.23,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
100,HIGHLY LIKELY,90,PYREX AIR FRYER SQUARE DISH 20X17CM,PYREX PREPWARE - Square Glass Dish 20 x 17 cm - 1 L,3426470301268,-,B0DN1HXF9B,GBP 3.70,GBP 9.99,GBP 1.04,28.5%,50,1:1 Match (20x17cm are dimensions),GBP 1.04,Brand match (PYREX); size anchor 20x17cm,-,HIGHLY LIKELY - RECOMMENDED (count=65)
101,HIGHLY LIKELY,85,ROLSON PLASTERING TROWEL 280X115MM,"Rolson 52245 Smooth Plastering Trowel, Multi, 280 x 120 mm",5029594522380,5029594522458,B006A7D1O4,GBP 2.68,GBP 9.29,GBP 0.74,26.7%,100,1:1 Match,GBP 0.74,-,"strong title+size match, but BOTH EANs present and different => default NV.",HIGHLY LIKELY - RECOMMENDED (count=65)
102,HIGHLY LIKELY,90,KILNER BOTTLE SQUARE 1LTR,"Kilner Clip Top Bottle, 1 Litre",5010853253428,-,B07VC8TFB8,GBP 3.25,GBP 9.29,GBP 0.91,27.9%,50,1:1 Match,GBP 0.91,Brand match (KILNER); size anchor 1L,-,HIGHLY LIKELY - RECOMMENDED (count=65)
103,HIGHLY LIKELY,90,APOLLO WOODEN DISH STAND,"APOLLO 1684 Wooden dish drainer, Wood, 40x34x4",5026180050005,-,B0095RXTHA,GBP 3.77,GBP 9.86,GBP 0.88,24.0%,50,1:1 Match (40x34x4 are dimensions),GBP 0.88,Brand match (APOLLO); unique anchor 1684; product-type match (dish drainer),-,HIGHLY LIKELY - RECOMMENDED (count=65)
104,NEEDS VERIFICATION,70,PUZZLE FARM 45PCE,"Orchard Toys Who's On the Farm? Jigsaw Puzzle, 20-Piece Farm Themed Puzzle, For Kids Age 3+, Includes Poster and Educational Learning Guide",5015934701034,-,B09SVJQ49Q,GBP 0.92,GBP 11.25,GBP 4.24,321.1%,100,Split candidate (0.02),GBP 5.14,-,Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
105,HIGHLY LIKELY,90,FALCON ENAMEL ROUND PIE DISH 26CM,FALCON Round Pie Dish White 26CM,5012823030916,-,B07NNY768K,GBP 4.46,GBP 10.69,GBP 0.89,20.9%,50,1:1 Match,GBP 0.89,Brand match (FALCON); size anchor 26cm; product-type match (pie dish),-,HIGHLY LIKELY - RECOMMENDED (count=65)
106,NEEDS VERIFICATION,70,FESTIVE MAGIC SANT SLEIGH FELT BUCKET,Festive Childrens Holding DIY Sleigh - Large Xmas Home Decoration Ideal for Small Presents or Stocking Fillers - Kids Christmas Eve Box or Gift Bag,9333527629203,-,B0DM9FNQ9R,GBP 1.68,GBP 12.99,GBP 4.84,248.3%,300,1:1 Match,GBP 4.84,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
107,NEEDS VERIFICATION,70,ECO WISE PAPER CUPS LIDS 8OZ PK25,100 Paper Cups - Disposable Paper Cups for Hot and Cold Drinks / Eco Freindly Drinking Coffee Cups Disposable / 8oz - 236ml,5060743590874,5060659230154,B07XLNJDY9,GBP 0.85,GBP 9.97,GBP 2.19,173.7%,800,Split candidate (0.04),GBP 3.01,-,EAN mismatch (verify which barcode/variant applies); Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
108,HIGHLY LIKELY,80,COLGATE TOOTHPASTE FRESH GEL 100ML PK12,Colgate Fresh Gel Fluoride Toothpaste 100 Milliliter - Pack of 12 Tubes,8714789436098,-,B00X67O3NY,GBP 14.77,GBP 24.00,GBP 0.68,5.29,100,1:1 Match,GBP 0.68,RowID=2951; EAN evidence in Appendix; EAN missing/invalid/untrusted on one side; Supplier brand token='colgate'; Brand appears in Amazon title; Unique anchor='toothpaste'; Pack cues: sup(12 pk12) vs amz(12 pack of 12); RSU=1,-,HIGHLY LIKELY - RECOMMENDED (count=65)
109,HIGHLY LIKELY,95,"AMTECH POINTING TROWEL 150M(6"") WITH SOFT GRIP","Amtech G0230 150mm (6"") Pointing trowel with soft grip",5032759027644,-,B00ABJQTPU,GBP 2.06,GBP 7.49,GBP 0.63,27.6%,50,1:1 Match,GBP 0.63,"Brand match (AMTECH); unique anchor G0230; size 150mm/6""",-,HIGHLY LIKELY - RECOMMENDED (count=65)
110,HIGHLY LIKELY,85,MASON CASH MUG 450ML CREAM,"Mason Cash Colour Mix Cream Mixing Bowl / 2.7 Litre Capacity / 26cm Earthenware Bowl with Classic Pattern Design / Lightweight & Dishwasher Safe / Ideal for Baking, Dough, Pastry, Cakes & Cookies",5010853236766,5010853244365,B01N4QV65Y,GBP 2.62,GBP 13.13,GBP 0.47,17.3%,100,1:1 Match,GBP 0.47,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
111,NEEDS VERIFICATION,70,ECO WISE PAPER CUPS RIPPLE DOTTED12OZ 6PCS,100 Paper Cups - Disposable Paper Cups for Hot and Cold Drinks / Eco Freindly Drinking Coffee Cups Disposable / 8oz - 236ml,5060743591604,5060659230154,B07XLNJDY9,GBP 0.85,GBP 9.97,GBP 2.19,173.7%,800,Split candidate (0.17),GBP 2.90,-,EAN mismatch (verify which barcode/variant applies); Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
112,NEEDS VERIFICATION,70,LAUNDRY BASKET TALL,"Lifewit 105L Laundry Basket with Lid, Large Laundry Hamper with Plastic Handles and Removable Bag, Foldable Tall Dirty Clothes Hampers for Laundry for Laundry Room, Bedroom, Bathroom, Dorm, Beige",6291101152840,-,B0DG4Y9R97,GBP 4.63,GBP 18.68,GBP 5.00,113.3%,500,1:1 Match,GBP 5.00,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
113,NEEDS VERIFICATION,70,SECURPLUMB COMPRESSION ELBOW 10X10MM,Radiator Valve Reducer Elbow Compression 15mm x 10mm Push Fit Black x2 (Pair),5019923196337,-,B0CM3WKZ97,GBP 1.33,GBP 11.95,GBP 4.39,264.7%,50,Split candidate (0.01),GBP 5.71,-,Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
114,NEEDS VERIFICATION,85,SILVER METALLIC MAILERS PK3 180X265MM SIZE D,"Bubble Mailers 100 Pack, Metallic Foil Bubble Mailer Waterproof Self Seal Shipping Gold Silver Black or Pink, Padded Envelopes for Mailing Packaging (Silver, 140x175mm)",5061024360179,5061007790856,B0CKLXPPMX,GBP 1.37,GBP 14.72,GBP 5.24,309.9%,50,1:1 (3x1 vs 100x1),GBP 5.24,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
115,HIGHLY LIKELY,80,FARM TRACTOR AND TRAILER SET,Farm Tractor and Trailer Set 3 Pieces Durable Plastic Farm Vehicle Toy Playset Tractor-Trailer Themed Fun,5012866019213,-,B0BMW4T2T7,GBP 4.03,GBP 8.99,GBP 0.05,1.23,200,1:1 Match,GBP 0.05,RowID=3041; EAN evidence in Appendix; EAN missing/invalid/untrusted on one side; Supplier brand token='farm'; Brand appears in Amazon title; Unique anchor='tractor',-,HIGHLY LIKELY - RECOMMENDED (count=65)
116,HIGHLY LIKELY,85,STATUS 3WAY BASIC C/FREE SOCKET WHT 1PK CLAM,STATUS 2 Way Socket / 2 USB Port Cable Free Socket / S2W2USBCFS12,5022822194984,5022822207776,B08CVK7746,GBP 3.49,GBP 9.00,GBP 0.04,1.2%,200,1:1 Match,GBP 0.04,-,-,HIGHLY LIKELY - RECOMMENDED (count=65)
117,NEEDS VERIFICATION,70,LAV MISKET GIN GLASS 645CC PK3,6X Clear 645ml Misket Gin Balloon Glasses - Large Long Stem Bowl Shaped G&T Cocktail Drinking Copa Tonic Glass Gift Set - by LAV,8692952076961,5056057686778,B082YH5WZB,GBP 4.15,GBP 15.00,GBP 4.21,104.9%,100,Split candidate (0.33),GBP 6.97,-,EAN mismatch (verify which barcode/variant applies); Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
